entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
181	0x9d13f	1	1407	0x9d24a	rax	0x10b	1407	1407	84	+0x6:1407	215@0xa4609:256,189@0x9e7af:189,297@0xb64d7:120,337@0xbec0e:108,347@0xc088d:100	tail@0x9d24a:1407	0x9d25a	60	283	0	1	0	0	0xa:3,0x10f:1,0x170:1	0x170:1,0xa:1	+0x0/2:1,+0x2/2:1,+0x4/2:1	dyn/8:1	add:21,mov:14,sub:10,and:5,xor:4,movzx:3,push:1,or:1
182	0x9d24c	0	0	0x9d492	r15	0x246	0	0	0				0x9d4a2	120	598	2	2	0	0	0xa:4,0x23:1,0x10f:1	0x23:2,0x170:1,0xa:1	+0x2/2:1,+0x6/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	mov:31,add:25,and:16,sub:13,xor:12,or:11,movzx:4,cmp:2
183	0x9d495	1	2325	0x9d692	rcx	0x1fd	2325	2325	379	+0x4:2325	114@0x90319:323,297@0xb64d7:232,215@0xa4609:140,333@0xbd8af:137,337@0xbec0e:136	tail@0x9d692:2325	0x9d6a2	108	524	1	1	0	0	0xa:2,0x23:2,0x0:1,0x71:1,0x10f:1,0x170:1	0x170:3,0x23:2,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:32,mov:28,and:13,or:12,sub:10,xor:7,cmp:2,movzx:2
184	0x9d694	1	12091	0x9d961	r13	0x2cd	12091	12091	856	+0x4:12091	340@0xbf435:1207,28@0x7e390:1166,337@0xbec0e:993,66@0x855ff:929,18@0x7be9b:885	tail@0x9d961:12091	0x9d971	156	733	1	2	0	0	0x23:6,0x81:3,0x194:2,0xa:2,0x170:2,0x0:1,0x10f:1	0x170:7,0x23:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:51,add:48,or:18,sub:12,xor:11,and:9,push:2,jmp:2
185	0x9d964	1	21616	0x9dcab	r10	0x347	21617	21616	1885	+0x3:21616	337@0xbec0e:1335,64@0x85059:1324,347@0xc088d:1270,174@0x9bd8f:1182,258@0xadf2c:1099	tail@0x9dcab:21616	0x9dcbb	176	855	4	3	0	0	0x23:4,0x170:3,0xa:2,0x81:2,0x0:2,0x194:1,0x10f:1	0x23:5,0x170:5,0x194:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:51,add:49,sub:18,and:17,xor:13,or:13,cmp:6,je:4
186	0x9dcae	1	50	0x9e07a	r8	0x3cc	50	50	13	+0x5:50	257@0xadbfd:25,144@0x95887:9,173@0x9ba74:6,160@0x994cf:4,198@0xa037e:2	tail@0x9e07a:50	0x9e08a	209	988	6	1	0	0	0xa:4,0x0:2,0x60:2,0x23:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x23:2,0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x1/2:2,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:57,add:52,and:18,sub:18,xor:17,or:17,cmp:6,jne:4
187	0x9e07d	1	5	0x9e333	r10	0x2b6	5	5	1	+0x5:5	173@0x9ba74:5	tail@0x9e333:5	0x9e343	162	710	5	1	0	0	0xa:4,0x0:3,0x170:2,0x194:1,0x71:1,0x81:1,0x10f:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x1/2:2,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:43,add:42,or:15,xor:14,and:12,sub:8,cmp:6,jne:4
188	0x9e336	1	1	0x9e7ac	r9	0x476	1	1	1	+0x5:1	173@0x9ba74:1	tail@0x9e7ac:1	0x9e7bc	249	1158	6	2	0	0	0x0:3,0x194:3,0xa:3,0x60:2,0x81:2,0x23:2,0x71:2,0x170:2,0x10f:1	0x170:5,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:74,add:70,sub:28,xor:23,and:20,or:12,cmp:7,jne:4
189	0x9e7af	1	25107	0x9eac9	rdx	0x31a	25112	25104	2278	+0x4:25104	18@0x7be9b:1894,297@0xb64d7:1503,215@0xa4609:1354,174@0x9bd8f:1273,307@0xb8064:1197	tail@0x9eac9:25104	0x9ead9	178	809	3	3	0	0	0x170:6,0x81:3,0x0:3,0xa:2,0x23:2,0x71:2,0x194:1,0x10f:1	0x23:4,0x170:2,0x0:1,0x16f:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:52,add:51,xor:22,and:17,sub:11,or:11,cmp:6,je:3
190	0x9eacb	1	224	0x9ede7	rax	0x31c	224	224	10	+0x5:224	352@0xc1ec4:134,257@0xadbfd:86,144@0x95887:4	tail@0x9ede7:224	0x9edf7	180	811	6	2	0	0	0xa:4,0x0:2,0x60:2,0x81:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:51,add:46,sub:17,or:14,and:11,xor:10,cmp:6,jne:4
191	0x9ede9	0	0	0x9f007	r15	0x21e	0	0	0				0x9f017	114	558	1	1	0	0	0xa:3,0x0:2,0x71:1,0x10f:1,0x170:1,0x23:1	0x170:2,0x71:2,0x0:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:39,add:34,xor:11,sub:8,and:7,or:6,cmp:2,movzx:2
192	0x9f00a	1	2338	0x9f779	r14	0x76f	2338	2338	231	+0x5:2338	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:318	tail@0x9f779:2338	0x9f789	415	1919	7	1	0	0	0x170:7,0x0:7,0x23:6,0x194:4,0x71:3,0xa:3,0x60:2,0x81:2,0x10f:1	0x23:5,0x170:4,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:111,add:105,and:46,xor:45,sub:41,or:40,cmp:12,jne:4
193	0x9f77c	0	0	0x9faa2	rbx	0x326	0	0	0				0x9fab2	171	818	1	2	0	0	0xa:6,0x23:1,0x71:1,0x199:1,0x10f:1,0x170:1	0x170:3,0xa:1	+0x3/2:2,+0x7/2:2,+0x0/2:1,+0x5/2:1	dyn/8:1	add:48,mov:46,sub:19,or:19,and:16,xor:14,movzx:5,jmp:2
194	0x9faa4	0	0	0xa0068	r10	0x5c4	14376	0	0				0xa0078	332	1492	2	2	0	2	0xa:7,0x23:5,0x170:4,0x71:3,0xbb:2,0x81:2,0x194:2,0x10f:1	0x170:7,0x23:6,0x1dc:2,0x81:1,0xa:1	+0x4/2:2,+0x0/4:2,+0x6/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:99,add:93,pop:30,or:27,xor:27,and:23,sub:21,popfq:2
195	0x9fb50	1	16	0xa0068	r10	0x518	14376	3	3	-0x2306:1,-0x542a:1,-0x8c8e:1	310@0xb8556:2,86@0x8a37f:1	dispatch@0xc80b9:3	0xa0078	284	1320	2	2	0	1	0x23:5,0xa:4,0x170:4,0x71:3,0x81:2,0x194:2,0xbb:1,0x10f:1	0x170:7,0x23:6,0x1dc:1,0x81:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	add:81,mov:80,or:27,xor:27,and:23,sub:21,pop:15,movzx:2
196	0x9fbcd	1	14371	0xa0068	r10	0x49b	14376	14371	1138	+0x4:14371	18@0x7be9b:1113,189@0x9e7af:988,340@0xbf435:880,66@0x855ff:807,258@0xadf2c:771	tail@0xa0068:14371	0xa0078	247	1195	2	2	0	0	0x23:5,0x170:4,0x71:3,0xa:2,0x81:2,0x194:2,0x10f:1	0x170:7,0x23:6,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:73,mov:68,or:27,xor:27,and:23,sub:21,movzx:2,cmp:2
197	0xa006b	0	0	0xa037b	r8	0x310	0	0	0				0xa038b	173	800	8	2	0	0	0xa:3,0x10f:1,0x170:1,0x81:1	0x199:4,0x170:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:41,add:37,and:26,xor:19,or:14,sub:13,cmp:8,jne:7
198	0xa037e	1	4955	0xa062e	r14	0x2b0	4955	4955	517	+0x2:4955	199@0xa0631:355,300@0xb6c36:328,18@0x7be9b:316,258@0xadf2c:314,337@0xbec0e:296	tail@0xa062e:4955	0xa063e	151	704	6	2	0	0	0x81:3,0x170:3,0x0:2,0x23:2,0x194:2,0x71:1,0x16f:1,0x10f:1,0xa:1	0x170:4,0x23:1,0xa:1	+0x0/2:1	dyn/8:1	mov:51,add:38,sub:15,and:12,xor:12,cmp:8,or:6,jne:4
199	0xa0631	1	19639	0xa0a9c	rax	0x46b	19641	19639	1802	+0x3:19639	258@0xadf2c:1481,64@0x85059:1221,340@0xbf435:993,189@0x9e7af:967,184@0x9d694:957	tail@0xa0a9c:19639	0xa0aac	240	1146	4	2	0	0	0x23:7,0x81:4,0x194:3,0x170:3,0x0:2,0xa:2,0x71:1,0x10f:1	0x23:7,0x170:4,0x194:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:76,add:69,and:21,or:21,xor:20,sub:19,cmp:6,je:4
200	0xa0a9e	1	1511	0xa0dc7	r10	0x329	1536	1511	294	+0x6:1511	297@0xb64d7:228,18@0x7be9b:138,199@0xa0631:111,185@0x9d964:108,333@0xbd8af:104	tail@0xa0dc7:1511	0xa0dd7	177	825	4	2	0	0	0x23:7,0x81:4,0x194:2,0x71:2,0xa:2,0x10f:1	0x170:5,0x23:5,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:56,add:54,sub:18,xor:17,or:13,and:8,cmp:4,je:4
201	0xa0dca	1	341	0xa13d3	r10	0x609	341	341	11	+0x5:341	173@0x9ba74:257,256@0xad849:72,160@0x994cf:4,144@0x95887:4,198@0xa037e:2	tail@0xa13d3:341	0xa13e3	331	1558	8	3	0	0	0x23:6,0x0:4,0x170:4,0x81:3,0xa:3,0x194:2,0x71:2,0x60:2,0x10f:1	0x170:10,0x23:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:95,add:81,and:37,sub:35,xor:29,or:26,cmp:10,je:4
202	0xa13d6	0	0	0xa1936	r12	0x560	9818	0	0				0xa1946	307	1392	2	2	0	1	0x23:9,0xa:5,0x170:5,0x81:3,0x0:3,0x194:2,0xbb:1,0x10f:1	0x170:8,0x23:3,0x1dc:1,0x81:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:101,add:89,sub:25,and:23,xor:21,or:20,pop:15,cmp:5
203	0xa1484	1	9818	0xa1936	r12	0x4b2	9818	9817	1044	+0x4:9817	258@0xadf2c:699,297@0xb64d7:584,64@0x85059:479,315@0xb9451:473,189@0x9e7af:461	tail@0xa1936:9817	0xa1946	259	1218	2	2	0	0	0x23:9,0x170:5,0x81:3,0x0:3,0x194:2,0xa:2,0x10f:1	0x170:8,0x23:3,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:82,add:77,sub:25,and:23,xor:21,or:20,cmp:5,je:2
204	0xa1939	0	0	0xa1a92	r12	0x159	0	0	0				0xa1aa2	78	358	1	2	0	0	0xa:4,0x81:2,0x194:1,0x10f:1	0x170:1,0xa:1	+0x2/2:1,+0x6/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	mov:28,add:23,and:5,xor:5,movzx:4,or:4,sub:3,jmp:2
205	0xa1a95	0	0	0xa1ecd	rbx	0x438	0	0	0				0xa1edd	253	1095	5	1	0	1	0xa:7,0x71:2,0x60:2,0x0:2,0xbb:1,0x194:1,0x10f:1	0x71:2,0x1dc:1,0x60:1,0x0:1,0x170:1,0xa:1	+0x1/2:2,+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:71,add:60,xor:21,sub:20,and:20,pop:16,or:16,popfq:5
206	0xa1b3e	0	0	0xa1ecd	rbx	0x38f	0	0	0				0xa1edd	206	926	5	1	0	0	0xa:4,0x71:2,0x60:2,0x0:2,0x194:1,0x10f:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x1/2:2,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:53,add:48,xor:21,sub:20,and:20,or:16,cmp:5,jne:4
207	0xa1ecf	0	0	0xa235e	r14	0x48f	0	0	0				0xa236e	256	1183	4	4	0	0	0x23:7,0x81:4,0x170:4,0x0:4,0xa:2,0x194:1,0x10f:1	0x170:9,0x16f:1,0x0:1,0x23:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:77,add:62,sub:30,and:25,xor:23,or:22,cmp:8,je:4
208	0xa2361	1	802	0xa2933	rbx	0x5d2	802	802	87	+0x5:802	307@0xb8064:225,114@0x90319:91,79@0x885b0:75,49@0x82820:74,340@0xbf435:66	tail@0xa2933:802	0xa2943	311	1505	8	1	0	0	0x23:8,0x170:5,0xa:3,0x71:2,0x194:1,0x10f:1	0x23:13,0x170:5,0x60:1,0xa:1	+0x1/2:1,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:91,add:79,and:33,xor:32,sub:31,or:26,cmp:8,je:4
209	0xa2935	1	2	0xa2da1	rdi	0x46c	2	2	2	+0x5:2	257@0xadbfd:1,352@0xc1ec4:1	tail@0xa2da1:2	0xa2db1	243	1147	9	3	0	0	0x81:5,0x23:4,0x0:4,0xa:3,0x170:2,0x60:2,0x71:2,0x194:2,0x10f:1	0x23:7,0x170:2,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:77,add:66,sub:24,xor:17,or:15,and:14,cmp:11,je:5
210	0xa2da3	1	109	0xa35dd	r13	0x83a	15	15	13	+0x30:4,+0x28b:3,+0x60:3,+0x288:2,+0x670:1	354@0xc2241:7,171@0x9b4b3:6,165@0x9a24c:2	tail@0xa35dd:15	0xa35ed	439	2121	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:95,add:81,and:59,xor:46,sub:42,or:40,jne:25,cmp:23
211	0xa36c9	0	0	0xa3a49	rdx	0x380	0	0	0				0xa3a59	197	911	5	4	0	0	0x81:5,0x23:5,0x170:3,0xa:3,0x71:1,0x10f:1	0x23:6,0x170:4,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:59,add:45,sub:24,or:21,xor:19,and:12,cmp:5,je:5
212	0xa3a4b	0	0	0xa3dc4	r14	0x379	68	0	0				0xa3dd4	189	905	2	2	0	0	0xa:6,0x170:2,0x199:1,0x23:1,0x10f:1	0x23:4,0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x6/2:1,+0x2/2:1	dyn/8:1	add:58,mov:55,sub:20,or:18,and:16,xor:11,movzx:5,cmp:2
213	0xa3dc7	0	0	0xa3fe7	rdx	0x220	0	0	0				0xa3ff7	120	559	1	2	0	0	0xa:4,0x81:1,0x0:1,0x10f:1,0x194:1	0x170:1,0xa:1	+0x6/2:1,+0x0/2:1,+0x4/2:1,+0x2/2:1	dyn/8:1	mov:35,add:28,or:16,and:13,xor:9,sub:8,movzx:4,cmp:2
214	0xa3fe9	1	4	0xa4606	r13	0x61d	4	4	1	+0x5:4	257@0xadbfd:4	tail@0xa4606:4	0xa4616	340	1581	6	1	0	0	0x194:4,0x23:3,0x0:3,0xa:3,0x81:2,0x60:2,0x71:2,0x170:2,0x10f:1	0x170:7,0x23:6,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:90,add:80,sub:40,or:38,and:36,xor:35,cmp:7,jne:4
215	0xa4609	1	21173	0xa4a5e	r14	0x455	21177	21173	1728	+0x3:21173	114@0x90319:1359,337@0xbec0e:1186,347@0xc088d:1123,189@0x9e7af:1119,258@0xadf2c:1070	tail@0xa4a5e:21173	0xa4a6e	235	1122	4	1	0	0	0x23:7,0x170:3,0x81:3,0x0:2,0xa:2,0x10f:1	0x170:7,0x23:6,0x194:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:72,add:71,or:26,xor:20,sub:18,and:15,cmp:6,je:4
216	0xa4a61	1	779	0xa4df4	r14	0x393	215	742	22	+0xa:742	310@0xb8556:552,169@0x9af18:190	dispatch@0xcdac7:735,dispatch@0xc80b9:7	0xa4e04	216	931	3	1	0	1	0xa:6,0xbb:2,0x60:2,0x0:2,0x23:1,0xe1:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x1dc:1,0x170:1,0x60:1,0x0:1,0xa:1	+0x6/4:1,+0x4/2:1,+0x0/4:1,+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:63,add:57,and:19,pop:16,xor:16,or:16,sub:15,movzx:4
217	0xa4b11	1	215	0xa4df4	r14	0x2e3	215	215	19	+0x5:215	198@0xa037e:70,352@0xc1ec4:66,144@0x95887:66,108@0x8f24b:7,173@0x9ba74:3	tail@0xa4df4:215	0xa4e04	168	755	3	1	0	0	0xa:3,0x60:2,0x0:2,0x23:1,0xe1:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x170:1,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:45,add:44,and:19,xor:16,or:16,sub:15,movzx:4,cmp:3
218	0xa4df7	0	0	0xa5178	r12	0x381	0	0	0				0xa5188	197	910	5	1	0	0	0xa:4,0x0:2,0x60:2,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:53,add:49,xor:19,sub:18,and:15,or:15,cmp:5,jne:4
219	0xa517b	0	0	0xa5886	r10	0x70b	3575	0	0				0xa5896	400	1816	6	4	0	1	0xa:5,0x170:4,0x81:4,0x71:4,0x23:3,0x0:2,0x60:2,0x194:1,0x10f:1	0x170:6,0x23:4,0x71:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x0/4:2,+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:102,add:92,xor:45,and:41,or:40,sub:34,pop:18,cmp:7
220	0xa522e	1	3575	0xa5886	r10	0x658	3575	3575	423	+0x5:3575	144@0x95887:813,108@0x8f24b:554,173@0x9ba74:520,198@0xa037e:485,352@0xc1ec4:405	tail@0xa5886:3575	0xa5896	346	1637	4	3	0	0	0x170:4,0x81:4,0x71:4,0x23:3,0xa:3,0x0:2,0x60:2,0x194:1,0x10f:1	0x170:6,0x23:4,0x71:2,0x0:1,0x60:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:88,add:82,xor:45,and:41,or:40,sub:34,cmp:5,je:4
221	0xa5889	1	4	0xa5f3a	rdi	0x6b1	4	4	1	+0x5:4	256@0xad849:4	tail@0xa5f3a:4	0xa5f4a	368	1728	11	4	0	0	0x81:7,0x0:4,0x23:3,0xa:3,0x170:2,0x60:2,0x194:2,0x71:1,0x10f:1	0x23:6,0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:89,add:87,sub:42,xor:40,and:39,or:36,cmp:13,je:7
222	0xa5f3c	1	254	0xa646d	r13	0x531	254	254	80	+0x5:254	220@0xa522e:67,301@0xb708d:20,268@0xb0007:14,49@0x82820:13,28@0x7e390:12	tail@0xa646d:254	0xa647d	292	1345	6	1	0	0	0x23:6,0x194:4,0x170:4,0xa:3,0x81:2,0x0:2,0x10f:1	0x170:6,0x23:5,0x60:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:81,add:75,or:37,sub:36,and:24,xor:22,cmp:8,jne:4
223	0xa6470	0	0	0xa68bf	r10	0x44f	0	0	0				0xa68cf	244	1115	7	3	0	0	0x81:4,0x71:3,0xa:3,0x60:2,0x0:2,0x194:1,0x23:1,0x10f:1,0x170:1	0x170:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:60,add:59,sub:31,and:27,xor:26,or:17,cmp:7,jne:4
224	0xa68c2	0	0	0xa6af6	r14	0x234	10	0	0				0xa6b06	121	580	2	2	0	0	0xa:6,0x170:3,0x199:1,0x23:1,0x0:1,0x10f:1,0x60:1	0x23:4,0x170:1,0xa:1	+0x5/2:2,+0x7/2:2,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:42,add:41,and:8,xor:6,or:6,sub:6,movzx:5,cmp:3
225	0xa6af9	1	6	0xa6e53	rdx	0x35a	6	6	1	+0x5:6	144@0x95887:6	tail@0xa6e53:6	0xa6e63	196	870	5	1	0	0	0xa:4,0x60:2,0x194:2,0x0:2,0x23:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:56,add:48,sub:18,and:17,xor:15,or:14,cmp:5,jne:4
226	0xa6e55	0	0	0xa71fb	r8	0x3a6	0	0	0				0xa720b	224	950	2	2	0	2	0xa:13,0xbb:1,0x170:1,0x199:1,0x23:1,0x10f:1	0x1dc:2,0x170:2,0x23:1,0xa:1	+0x0/2:3,+0x2/2:3,+0x4/2:2,+0x6/2:1,+0x0/4:1,+0x9/2:1,+0x6/1:1,+0x7/2:1	dyn/8:1	mov:73,add:61,pop:31,and:13,or:10,sub:10,xor:8,movzx:6
227	0xa6f03	0	0	0xa71fb	r8	0x2f8	0	0	0				0xa720b	177	776	2	2	0	1	0xa:10,0x170:1,0x199:1,0x23:1,0x10f:1	0x170:2,0x1dc:1,0x23:1,0xa:1	+0x0/2:3,+0x2/2:3,+0x9/2:1,+0x6/1:1,+0x7/2:1,+0x4/2:1	dyn/8:1	mov:55,add:49,pop:16,and:13,or:10,sub:10,xor:8,movzx:6
228	0xa6f79	0	0	0xa71fb	r8	0x282	0	0	0				0xa720b	141	658	2	2	0	0	0xa:8,0x170:1,0x199:1,0x23:1,0x10f:1	0x170:2,0x23:1,0xa:1	+0x0/2:2,+0x2/2:2,+0x9/2:1,+0x6/1:1,+0x7/2:1,+0x4/2:1	dyn/8:1	mov:43,add:42,and:13,or:10,sub:10,xor:8,movzx:6,cmp:3
229	0xa71fe	1	1	0xa757c	r11	0x37e	1	1	1	+0x5:1	352@0xc1ec4:1	tail@0xa757c:1	0xa758c	202	910	5	1	0	0	0x170:5,0x194:5,0x0:4,0xa:3,0x60:2,0x81:2,0x23:1,0x71:1,0x10f:1	0x170:3,0x71:2,0x60:1,0x0:1,0x23:1,0xa:1	+0x2/1:1,+0x0/2:1,+0x3/2:1	dyn/8:1	mov:68,add:55,sub:20,xor:19,or:10,and:10,cmp:7,jne:4
230	0xa757f	0	0	0xa7999	rdi	0x41a	0	0	0				0xa79a9	236	1065	7	2	0	0	0x81:3,0x71:3,0x0:3,0xa:3,0x60:2,0x23:2,0x194:1,0x170:1,0x10f:1	0x170:4,0x23:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:73,add:50,xor:27,or:23,and:21,sub:18,cmp:8,jne:4
231	0xa799b	1	4	0xa7ef6	rsi	0x55b	4	4	1	+0x5:4	198@0xa037e:4	tail@0xa7ef6:4	0xa7f06	299	1386	9	4	0	0	0x0:5,0x194:4,0x170:4,0x23:3,0x81:3,0xa:3,0x71:2,0x60:2,0x10f:1	0x170:6,0x23:4,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x0/2:1,+0x3/2:1	dyn/8:1	mov:85,add:77,xor:35,and:24,or:23,sub:23,cmp:12,je:5
232	0xa7ef8	0	0	0xa81c1	r12	0x2c9	48	0	0				0xa81d1	158	726	1	2	0	0	0xa:6,0x81:1,0x199:1,0x23:1,0x10f:1	0x170:2,0xa:1	+0x1/2:2,+0x7/2:2,+0x5/2:1,+0x3/2:1	dyn/8:1	mov:45,add:43,and:20,sub:17,xor:13,or:11,movzx:5,jmp:2
233	0xa81c4	0	0	0xa844e	rdi	0x28a	0	0	0				0xa845e	154	664	3	3	0	1	0xa:10,0x199:1,0x81:1,0x10f:1,0x170:1	0x1dc:1,0x23:1,0x170:1,0xa:1	+0x0/2:2,+0x3/2:2,+0x9/2:2,+0x2/2:1,+0x5/2:1,+0x2/1:1,+0x7/2:1	dyn/8:1	mov:53,add:45,pop:16,and:8,movzx:6,or:5,xor:5,sub:4
234	0xa823e	0	0	0xa844e	rdi	0x210	0	0	0				0xa845e	117	542	3	3	0	0	0xa:8,0x199:1,0x81:1,0x10f:1,0x170:1	0x23:1,0x170:1,0xa:1	+0x3/2:2,+0x9/2:2,+0x5/2:1,+0x2/1:1,+0x7/2:1,+0x0/2:1	dyn/8:1	mov:40,add:38,and:8,movzx:6,or:5,xor:5,sub:4,cmp:3
235	0xa8450	0	0	0xa87b4	rbx	0x364	0	0	0				0xa87c4	199	883	5	1	0	0	0xa:4,0x0:3,0x60:2,0x170:2,0x194:1,0x71:1,0x10f:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	add:52,mov:50,or:21,and:17,xor:16,sub:14,cmp:6,jne:4
236	0xa87b6	0	0	0xa8e1d	rsi	0x667	0	0	0				0xa8e2d	351	1654	10	4	0	0	0x0:4,0x23:4,0x170:3,0x81:3,0x194:3,0xa:3,0x60:2,0x71:1,0x10f:1	0x23:5,0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:90,add:85,and:42,xor:38,or:34,sub:29,cmp:12,je:6
237	0xa8e1f	1	1537	0xa94a3	rdx	0x684	1537	1537	236	+0x5:1537	352@0xc1ec4:472,108@0x8f24b:350,144@0x95887:218,160@0x994cf:173,256@0xad849:150	tail@0xa94a3:1537	0xa94b3	365	1682	9	3	0	0	0x81:4,0x23:4,0x0:4,0x170:3,0x194:3,0xa:3,0x60:2,0x71:1,0x10f:1	0x170:4,0x23:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	add:94,mov:87,sub:43,and:39,xor:37,or:35,cmp:11,je:5
238	0xa94a5	0	0	0xa991c	rdx	0x477	0	0	0				0xa992c	255	1155	6	1	0	0	0x0:3,0x23:3,0xa:3,0x60:2,0x81:2,0x71:2,0x170:1,0x194:1,0x10f:1	0x170:3,0x23:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x2/1:1,+0x0/2:1,+0x3/2:1	dyn/8:1	mov:69,add:60,and:32,xor:26,or:24,sub:23,cmp:7,jne:4
239	0xa991e	1	2519	0xa9cf4	r8	0x3d6	2519	2519	323	+0x6:2519	297@0xb64d7:255,28@0x7e390:228,320@0xbada5:208,37@0x80685:177,157@0x98a9a:154	tail@0xa9cf4:2519	0xa9d04	208	995	3	2	0	0	0x23:3,0x170:3,0x81:2,0xa:2,0x194:1,0x71:1,0x10f:1	0x170:5,0x23:5,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	add:56,mov:52,and:27,sub:24,or:21,xor:19,cmp:3,je:3
